x_0,y_0,z_0,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,x_4,y_4,z_4,x_5,y_5,z_5,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9,x_10,y_10,z_10,x_11,y_11,z_11,x_12,y_12,z_12,x_13,y_13,z_13,x_14,y_14,z_14,x_15,y_15,z_15,x_16,y_16,z_16,x_17,y_17,z_17,x_18,y_18,z_18,x_19,y_19,z_19,x_20,y_20,z_20,class
0.4931977391242981,0.7589777708053589,7.128757033569855e-07,0.43630892038345337,0.73506760597229,-0.03962581604719162,0.4167312979698181,0.667339026927948,-0.06068938970565796,0.45454278588294983,0.6093562841415405,-0.07809341698884964,0.49220946431159973,0.5704795718193054,-0.09468067437410355,0.4036816954612732,0.5522712469100952,-0.053416211158037186,0.3667716085910797,0.45060569047927856,-0.08551567792892456,0.3415274918079376,0.38743752241134644,-0.10472196340560913,0.3195478320121765,0.3341175615787506,-0.11609237641096115,0.45756101608276367,0.5395773649215698,-0.05229329317808151,0.4775400459766388,0.4211398959159851,-0.07931336760520935,0.491517573595047,0.3486637473106384,-0.09366297721862793,0.5012626647949219,0.28781020641326904,-0.09969526529312134,0.5023073554039001,0.5639345645904541,-0.054385535418987274,0.49942344427108765,0.5360784530639648,-0.09077479690313339,0.4865192472934723,0.5879852771759033,-0.09689977020025253,0.48360249400138855,0.6219664216041565,-0.09105011820793152,0.5368321537971497,0.6059501767158508,-0.059099648147821426,0.5249738097190857,0.598371148109436,-0.08808547258377075,0.5076902508735657,0.641796350479126,-0.086238794028759,0.5028496384620667,0.6728813052177429,-0.07766661047935486,peace
0.4802667796611786,0.757501482963562,1.0753594779089326e-06,0.4208539128303528,0.7330929040908813,-0.05671647563576698,0.4080381691455841,0.671778678894043,-0.08741167932748795,0.44294148683547974,0.6204886436462402,-0.11048855632543564,0.4806348979473114,0.5808858871459961,-0.13150562345981598,0.39811277389526367,0.5455641746520996,-0.07314649969339371,0.3663245439529419,0.4442859888076782,-0.1167207583785057,0.3346453607082367,0.3788037896156311,-0.1470397412776947,0.30750393867492676,0.3225456476211548,-0.16705644130706787,0.4542558491230011,0.5276006460189819,-0.06574477255344391,0.4753487706184387,0.41332876682281494,-0.10148685425519943,0.4878864288330078,0.337053120136261,-0.12140822410583496,0.4929063022136688,0.2697800397872925,-0.1319083869457245,0.500514030456543,0.5502036809921265,-0.06342482566833496,0.50105881690979,0.5350754261016846,-0.10229860991239548,0.48815274238586426,0.5989606976509094,-0.10585663467645645,0.47748705744743347,0.6283731460571289,-0.09948014467954636,0.5344343185424805,0.5908293724060059,-0.06626173853874207,0.5287801623344421,0.5996684432029724,-0.09773813933134079,0.5128329396247864,0.6489531397819519,-0.09660276025533676,0.503376305103302,0.6711695194244385,-0.08924645185470581,peace
0.4772828221321106,0.7534998059272766,7.835508881726128e-07,0.41976505517959595,0.7256603240966797,-0.036093417555093765,0.4046781063079834,0.6532530784606934,-0.055779241025447845,0.44231683015823364,0.5892657041549683,-0.07092124968767166,0.4796595275402069,0.5498673319816589,-0.08680078387260437,0.3943045735359192,0.5427247285842896,-0.05817588418722153,0.35671043395996094,0.434760183095932,-0.09088261425495148,0.32433071732521057,0.3691985011100769,-0.11289536952972412,0.2969079911708832,0.3132816553115845,-0.12835969030857086,0.448236882686615,0.5224980115890503,-0.05841037258505821,0.4674534201622009,0.4001033902168274,-0.08271695673465729,0.4797282814979553,0.3265228867530823,-0.0989733561873436,0.4865574240684509,0.26339662075042725,-0.1098044142127037,0.4922769069671631,0.5432563424110413,-0.0609564334154129,0.5018525123596191,0.4773668646812439,-0.09144676476716995,0.4944995641708374,0.48701176047325134,-0.10552645474672318,0.49247974157333374,0.4941006302833557,-0.11219480633735657,0.5237587094306946,0.5856939554214478,-0.06583385169506073,0.5157569050788879,0.581821084022522,-0.09795881807804108,0.4957905411720276,0.6210447549819946,-0.10614375025033951,0.4877030849456787,0.6480582356452942,-0.10815872251987457,peace
0.47339409589767456,0.7501665949821472,7.085520223881758e-07,0.4161876142024994,0.715825617313385,-0.03290288522839546,0.4024304747581482,0.6472918391227722,-0.04869658872485161,0.43575790524482727,0.5919557213783264,-0.05997409299015999,0.46779829263687134,0.5576133728027344,-0.0718752071261406,0.3945236802101135,0.536133348941803,-0.04868749901652336,0.3561890125274658,0.43514391779899597,-0.07671517133712769,0.32465943694114685,0.3703538775444031,-0.09603682160377502,0.29904425144195557,0.3139094114303589,-0.1098649650812149,0.44716331362724304,0.515102207660675,-0.050030387938022614,0.4637632369995117,0.39282190799713135,-0.06835377961397171,0.4767131209373474,0.31644681096076965,-0.08161717653274536,0.48643115162849426,0.25094637274742126,-0.09075119346380234,0.49085038900375366,0.5356730818748474,-0.054557766765356064,0.511945903301239,0.4585284888744354,-0.08164886385202408,0.5210506916046143,0.42677342891693115,-0.10028243064880371,0.5308693051338196,0.4005269408226013,-0.11132989823818207,0.5212835669517517,0.5780410170555115,-0.060979198664426804,0.511283278465271,0.5712891817092896,-0.08914047479629517,0.4894178807735443,0.604623019695282,-0.09754354506731033,0.4788779616355896,0.6314884424209595,-0.10109654068946838,peace
0.46939846873283386,0.7364459037780762,6.968578531996172e-07,0.4102223515510559,0.7123572826385498,-0.04051544889807701,0.3937249183654785,0.6492447257041931,-0.059323281049728394,0.42726248502731323,0.590662956237793,-0.07189332693815231,0.4594748914241791,0.5473895072937012,-0.08464687317609787,0.3846067786216736,0.5197628140449524,-0.05005162954330444,0.3487754464149475,0.42189979553222656,-0.07673650234937668,0.31785452365875244,0.35947465896606445,-0.09594085812568665,0.29333561658859253,0.30403757095336914,-0.11050096899271011,0.43875768780708313,0.49347540736198425,-0.04802771285176277,0.4580768346786499,0.3771703839302063,-0.06508060544729233,0.4705749452114105,0.30314481258392334,-0.0795692577958107,0.4807172417640686,0.23624566197395325,-0.09024301916360855,0.48362767696380615,0.5125327706336975,-0.05004091188311577,0.508209228515625,0.43561580777168274,-0.07784609496593475,0.5215429663658142,0.38547205924987793,-0.10105664283037186,0.5367142558097839,0.33939000964164734,-0.11704322695732117,0.5161710977554321,0.5561861395835876,-0.054583411663770676,0.5082734227180481,0.559598982334137,-0.08789605647325516,0.4866009056568146,0.5993837118148804,-0.10154709219932556,0.47755205631256104,0.627918004989624,-0.10928884148597717,peace
0.4651644825935364,0.7406811118125916,6.958916287658212e-07,0.41228634119033813,0.7179017663002014,-0.045795951038599014,0.3999859690666199,0.6537059545516968,-0.06620176881551743,0.43631017208099365,0.59270840883255,-0.07914278656244278,0.4611533284187317,0.544390857219696,-0.09208297729492188,0.38294583559036255,0.5158653855323792,-0.05459805577993393,0.3463895916938782,0.4213753938674927,-0.08161541074514389,0.3174603581428528,0.35808122158050537,-0.10110738128423691,0.2948077321052551,0.3011825382709503,-0.1158561259508133,0.4373990297317505,0.4868353307247162,-0.05168524757027626,0.453317791223526,0.37103259563446045,-0.06927070021629333,0.46662789583206177,0.29492974281311035,-0.08361878991127014,0.4770579934120178,0.22718864679336548,-0.09408792108297348,0.48272162675857544,0.505487322807312,-0.05333131551742554,0.5119407773017883,0.421977162361145,-0.08161814510822296,0.525883674621582,0.3703809082508087,-0.1039184033870697,0.5394845008850098,0.32413747906684875,-0.11908967792987823,0.516445517539978,0.5512344837188721,-0.05800512433052063,0.5134509205818176,0.5488077402114868,-0.09204412251710892,0.49437206983566284,0.587989091873169,-0.10432955622673035,0.4847249686717987,0.6198714375495911,-0.11055924743413925,peace
0.4668518304824829,0.7334533333778381,6.719603220517456e-07,0.4092027544975281,0.7081458568572998,-0.04946383833885193,0.3904540538787842,0.6411551833152771,-0.07131457328796387,0.42604437470436096,0.576248288154602,-0.08544231951236725,0.4590831995010376,0.5280836820602417,-0.0996815487742424,0.3781926929950714,0.5083281993865967,-0.0556458905339241,0.3413145840167999,0.41299766302108765,-0.08435990661382675,0.311460018157959,0.34963586926460266,-0.10531333088874817,0.288241982460022,0.29425251483917236,-0.1207200139760971,0.4312465190887451,0.4788961708545685,-0.05134524032473564,0.4472329914569855,0.3618367910385132,-0.07013210654258728,0.4600086808204651,0.2855769991874695,-0.086919866502285,0.46965301036834717,0.21920570731163025,-0.09934518486261368,0.47478267550468445,0.4919660985469818,-0.05234001204371452,0.5051720142364502,0.4123614430427551,-0.08596939593553543,0.5232701301574707,0.36649078130722046,-0.11407405138015747,0.5374390482902527,0.328597754240036,-0.13199232518672943,0.507741391658783,0.5287637114524841,-0.05618821829557419,0.5037020444869995,0.5178558826446533,-0.09607212990522385,0.48790550231933594,0.5600957870483398,-0.11263233423233032,0.4788665473461151,0.5982850193977356,-0.1212233304977417,peace
0.46191883087158203,0.7336295247077942,6.26475866738474e-07,0.4029439091682434,0.702350378036499,-0.040018122643232346,0.3805995583534241,0.6304665207862854,-0.059177570044994354,0.41653695702552795,0.5675159692764282,-0.07240822166204453,0.45553189516067505,0.5269976854324341,-0.08680780231952667,0.374281108379364,0.5037333965301514,-0.052391938865184784,0.337054044008255,0.4091857075691223,-0.07833787053823471,0.306890606880188,0.3446531295776367,-0.09718316048383713,0.28322073817253113,0.2857486605644226,-0.1126629188656807,0.42804884910583496,0.47942954301834106,-0.05379285663366318,0.4417053163051605,0.35915976762771606,-0.0718860998749733,0.45552727580070496,0.2808647155761719,-0.08791951835155487,0.46589893102645874,0.21342042088508606,-0.10079466551542282,0.47368404269218445,0.4968456029891968,-0.05934262275695801,0.5037345886230469,0.40807604789733887,-0.09287940710783005,0.5258646607398987,0.35237252712249756,-0.12049678713083267,0.5437483787536621,0.30828234553337097,-0.13873204588890076,0.509637176990509,0.5376525521278381,-0.06678755581378937,0.4977640211582184,0.5129290223121643,-0.10648718476295471,0.4770064353942871,0.555411159992218,-0.12173093110322952,0.4636376202106476,0.597784161567688,-0.1302373856306076,peace
0.4615035653114319,0.722619891166687,7.835108135623159e-07,0.3988722860813141,0.6951742172241211,-0.03727169334888458,0.3734617233276367,0.6256265044212341,-0.0567767396569252,0.4090171456336975,0.5623505711555481,-0.07229875773191452,0.44522345066070557,0.5197665691375732,-0.08830023556947708,0.3698248267173767,0.49604058265686035,-0.05069762468338013,0.32844632863998413,0.39712247252464294,-0.07437276095151901,0.30066394805908203,0.3351971209049225,-0.08990976959466934,0.279314249753952,0.2782494127750397,-0.10150588303804398,0.42711737751960754,0.47168928384780884,-0.05272214859724045,0.44516170024871826,0.3409890830516815,-0.06923144310712814,0.4589810073375702,0.2602713108062744,-0.08251478523015976,0.46943023800849915,0.19494706392288208,-0.09213849902153015,0.47373539209365845,0.491810142993927,-0.0580405630171299,0.49489614367485046,0.40820926427841187,-0.08710455149412155,0.5007529258728027,0.3902205228805542,-0.10705450922250748,0.5072715282440186,0.3798968195915222,-0.11837811768054962,0.5080021023750305,0.5351315140724182,-0.06547676026821136,0.5000283718109131,0.5125612020492554,-0.09667664021253586,0.4799255132675171,0.5505828261375427,-0.10603640228509903,0.46824395656585693,0.5875633955001831,-0.10985835641622543,peace
0.4595241844654083,0.7139096260070801,7.396383239210991e-07,0.39663952589035034,0.6803025603294373,-0.036174412816762924,0.3743506073951721,0.6087667346000671,-0.0533754825592041,0.4103122353553772,0.545579731464386,-0.06676825135946274,0.4425981044769287,0.5040881633758545,-0.08024008572101593,0.36912623047828674,0.48521506786346436,-0.04444405809044838,0.32790178060531616,0.38617050647735596,-0.066538006067276,0.2985181212425232,0.32511746883392334,-0.0810949057340622,0.27618688344955444,0.26932626962661743,-0.09177355468273163,0.42706480622291565,0.4600489139556885,-0.04555158689618111,0.4413507282733917,0.33005550503730774,-0.06173795089125633,0.45575934648513794,0.25021761655807495,-0.07674755156040192,0.4683246314525604,0.18798333406448364,-0.08741049468517303,0.4753425419330597,0.47645673155784607,-0.05017394199967384,0.5094128847122192,0.39444857835769653,-0.07833424210548401,0.5230697393417358,0.37034308910369873,-0.0999966412782669,0.5333644151687622,0.3564242720603943,-0.1119994968175888,0.5120656490325928,0.513392984867096,-0.0568154975771904,0.5193840265274048,0.48101285099983215,-0.08422747254371643,0.5077748894691467,0.5107951760292053,-0.0927686095237732,0.4999341368675232,0.5416321754455566,-0.09633173048496246,peace
